lat0,lon0,tmin_C__after_2000,tmin_C__before_2000,tmax_C__after_2000,tmax_C__before_2000,vpd__after_2000,vpd__before_2000,duration__after_2000,duration__before_2000,intensity__after_2000,intensity__before_2000,frequency__after_2000,frequency__before_2000,tmin_C__delta_after_minus_before,tmax_C__delta_after_minus_before,vpd__delta_after_minus_before,duration__delta_after_minus_before,intensity__delta_after_minus_before,frequency__delta_after_minus_before
-26.5,28.25,8.300797737418854,7.5948145548502835,30.677287351930318,29.083015950520856,1.0262141590851672,0.8306495717146442,4.121212121212121,3.8076923076923075,0.7743192527975354,0.6255738173539822,0.5733333333333334,0.25,0.7059831825685707,1.5942714014094612,0.19556458737052307,0.3135198135198136,0.14874543544355323,0.32333333333333336
-26.5,28.5,8.2044688039012,7.434283701578798,30.645340401785734,29.04824167887372,0.9863928625937242,0.7968716388531175,4.046875,3.875,0.8699341547839782,0.706824521223704,0.5866666666666667,0.23333333333333334,0.7701851023224018,1.5970987229120155,0.18952122374060665,0.171875,0.1631096335602742,0.35333333333333333
-26.5,28.75,8.045743907581699,7.226725006103538,30.42289519867342,28.817234802246116,0.9326927262172936,0.7523202270895885,4.189655172413793,3.923076923076923,0.8679382233850418,0.6823466867208481,0.56,0.25,0.8190189014781604,1.6056603964273037,0.18037249912770514,0.2665782493368698,0.1855915366641937,0.31000000000000005
-26.5,29.0,8.162125862418854,7.345515187581403,30.49911126471187,28.814331309000675,0.8971365258140575,0.7197341338771065,4.266666666666667,3.9642857142857144,0.8292599497362971,0.638808433498655,0.52,0.25,0.8166106748374515,1.6847799557111962,0.17740239193695095,0.3023809523809522,0.19045151623764212,0.27
-26.5,29.25,8.040609225979122,7.25135421752932,30.461272043996065,28.739305369059267,0.8780906694811551,0.704281133472258,3.9838709677419355,3.9615384615384617,0.7943852422758937,0.627696848832644,0.49333333333333335,0.23333333333333334,0.7892550084498016,1.7219666749367981,0.17380953600889715,0.022332506203473823,0.1666883934432497,0.26
-26.5,29.5,9.417008278586671,8.491586049397808,29.09467230462411,27.92109858194989,0.6864967021590404,0.5962652146516033,3.9814814814814814,3.5714285714285716,0.6881352184074265,0.5205018689235051,0.48,0.23333333333333334,0.9254222291888627,1.1735737226742167,0.09023148750743704,0.4100529100529098,0.1676333494839214,0.24666666666666665
-26.25,25.75,11.883133370535736,11.38950347900393,33.38789292372668,32.821538035074894,1.3648298688422873,1.254708394124455,3.5,3.3666666666666667,0.6983208895793983,0.6392430186271667,0.4666666666666667,0.26666666666666666,0.4936298915318069,0.5663548886517873,0.11012147471783229,0.1333333333333333,0.059077870952231604,0.2
-26.25,26.25,9.662059278612036,8.740558878580751,32.44091800838324,31.14213485717776,1.3688549983887857,1.1390363518394808,3.8448275862068964,3.7857142857142856,0.8359261257895108,0.6073214667184013,0.49333333333333335,0.2833333333333333,0.9215004000312845,1.298783151205484,0.22981864654930484,0.059113300492610765,0.2286046590711095,0.21000000000000002
-26.25,26.5,9.510954661183566,8.581933593750023,32.682708581701526,31.268213144938173,1.3509533571186396,1.1119618244511573,3.9827586206896552,3.625,0.8544806617087332,0.6357600726187229,0.4666666666666667,0.3,0.9290210674335437,1.414495436763353,0.2389915326674823,0.35775862068965525,0.21872058909001024,0.16666666666666669
-26.25,26.75,9.70778669877488,8.84217224121096,32.59931196732957,31.07241160074872,1.3393594145516325,1.097817968599352,4.0,3.7142857142857144,0.8656685160052392,0.6939717371548925,0.48,0.26666666666666666,0.86561445756392,1.5269003665808505,0.24154144595228044,0.2857142857142856,0.17169677885034673,0.21333333333333332
-26.25,27.0,9.665716632000834,8.808732859293643,32.13853379286731,30.5422676086426,1.2682518384766754,1.0312604322370493,3.9310344827586206,3.8,0.8234619541514304,0.6208377440770467,0.49333333333333335,0.2833333333333333,0.8569837727071903,1.5962661842247066,0.2369914062396261,0.13103448275862073,0.2026242100743837,0.21000000000000002
-26.25,27.25,9.473818335595091,8.509182230631533,32.002969360351585,30.345590718587264,1.2172188007902727,0.9795223701844673,4.283333333333333,3.6470588235294117,0.761973345821554,0.5207956350025009,0.49333333333333335,0.31666666666666665,0.9646361049635583,1.6573786417643213,0.23769643060580536,0.6362745098039215,0.24117771081905304,0.1766666666666667
-26.25,27.5,9.0395565676999,8.129722340901715,31.270707009055418,29.659626261393253,1.1264241260880665,0.9057587390242748,4.258064516129032,3.6923076923076925,0.7277330651002771,0.5548731833696365,0.49333333333333335,0.25,0.9098342267981856,1.6110807476621645,0.22066538706379168,0.5657568238213395,0.1728598817306406,0.24333333333333335
-26.25,27.75,8.562107868937726,7.685305023193382,30.575524902343773,29.022741699218773,1.0288394329895822,0.8308782832487295,4.416666666666667,3.6818181818181817,0.6898819081711046,0.6049542142586275,0.5333333333333333,0.2,0.8768028457443444,1.5527832031249993,0.19796114974085277,0.7348484848484853,0.08492769391247712,0.3333333333333333
-26.25,28.0,8.488928103756617,7.645755513509138,30.468166044160938,28.95505803426109,1.0019486762782224,0.8101113870245092,4.17741935483871,3.4285714285714284,0.728881914387731,0.6404283025435039,0.5333333333333333,0.26666666666666666,0.8431725902474794,1.5131080098998488,0.19183728925371313,0.7488479262672816,0.08845361184422706,0.26666666666666666
-26.25,28.25,8.614851557744036,7.807571411132836,30.766546710125834,29.24237518310549,0.995340404170764,0.8091210372621493,4.121212121212121,3.5,0.7644418135285378,0.675333363811175,0.5733333333333334,0.2833333333333333,0.8072801466112001,1.5241715270203429,0.18621936690861463,0.6212121212121211,0.08910844971736276,0.29000000000000004
-26.25,28.5,8.576376223873805,7.737033335367861,30.682318590833017,29.182764180501326,0.9649902475163387,0.7893735114520479,4.03125,3.75,0.8246907197377261,0.7271103433200291,0.6,0.26666666666666666,0.8393428885059437,1.4995544103316902,0.17561673606429073,0.28125,0.09758037641769701,0.3333333333333333
