lat0,lon0,tmin_C__delta_after_minus_before,tmax_C__delta_after_minus_before,vpd__delta_after_minus_before,duration__delta_after_minus_before,intensity__delta_after_minus_before,frequency__delta_after_minus_before
5.75,-6.5,0.235538248,0.879549838,0.091935984,0.178571429,0.071199258,0.153333333
5.75,-2.75,0.620912073,0.871950511,0.108968191,0.85,0.013063544,0.143333333
5.75,24.25,1.395654277,1.330137439,0.630849701,0.151785714,0.01804293,0.22
5.75,39,0.561167399,1.074814821,0.267496099,0.462121212,0.074871093,0.563333333
5.75,39.25,0.677154795,1.10066274,0.276474602,0.55,0.112955382,0.496666667
5.75,39.5,0.627561051,1.04937171,0.305308491,0.745535714,0.087343067,0.383333333
5.75,39.75,0.685769321,0.79477453,0.260729865,0.418103448,0.081425017,0.383333333
5.75,40,0.532780711,0.648768616,0.262071367,0.399641577,0.065165952,0.416666667
6,-7.5,0.318274278,0.701944381,0.065985187,0.11965812,0.072280596,0.03
6,-7.25,0.34349019,0.840950951,0.080020052,0.055555556,0.060500867,0.053333333
6,-4.75,0.36354601,1.211929595,0.178990009,0.263736264,0.037798788,0.343333333
6,-4.5,0.418553827,1.191910573,0.171162631,0.333333333,0.062624204,0.37
6,-3,0.622814139,1.093245071,0.142853544,0.574898785,0.055146283,0.1
6,-2.75,0.694539877,1.019118598,0.137148513,1.098290598,0.080933664,0.053333333
6,-2.25,0.509257683,1.08000993,0.12907607,0.357894737,0.004223457,0.053333333
6,10.25,0.584140543,0.788136174,0.141953396,0.229166667,0.042282937,0.243333333
6,13.75,0.835756762,0.895307101,0.27571448,0,0.024361779,0.043333333
6,35.75,0.429903177,0.908938794,0.336199679,0.976851852,0.145752946,0.2
6,36,0.255897287,0.863731502,0.232900533,0.442307692,0.048883658,0.206666667
6,36.5,0.527861747,0.756535437,0.199451784,0.851851852,0.017603474,0.326666667
6,38,0.20714262,0.917982561,0.200535604,0.330769231,0.009365185,0.083333333
6,39,0.683774899,1.249631774,0.292081488,0.05,0.061496201,0.486666667
6,39.25,0.58465942,1.230640744,0.283664949,0,0.051699111,0.566666667
6,39.5,0.601253529,1.171544686,0.283381728,0.357142857,0.078658717,0.47
6,40,0.546048248,0.712716577,0.296266841,0.773706897,0.088770144,0.31
6.25,-4.75,0.457318115,1.277871567,0.21077594,0.966666667,0.004698186,0.456666667
6.25,-4.5,0.474157148,1.334100146,0.210175705,0.609677419,0.01186086,0.426666667
6.25,-4.25,0.487628448,1.324137839,0.208172481,0.333333333,0.027424403,0.38
6.25,-3,0.628902064,1.116164653,0.178128589,1.117408907,0.040148996,0.076666667
6.25,-2.75,0.437411577,1.102770761,0.146169134,0.580555556,0.026588164,0.146666667
6.25,-2.5,0.591915072,1.224989593,0.157364023,0.636842105,0.02890379,0.07
6.25,-2,0.58801608,1.21373293,0.159979056,0.346320346,0.044566266,0.1
6.25,-1,0.640113694,1.037173462,0.150129688,0.04029304,0.013571965,0.096666667
6.25,-0.75,0.574846532,0.955132646,0.127456437,0.151709402,0.038883923,0.066666667
6.25,9,0.560802792,0.960297374,0.250588244,0.413793103,0.000464987,0.2
6.25,9.5,0.514493287,1.038377009,0.187893518,0.173076923,0.00965582,0.216666667
6.25,13.75,0.694531915,0.809542416,0.24248341,0.141666667,0.088770203,0.006666667
6.25,35.75,0.388801125,1.079908752,0.244205195,1.386261261,0.074898929,0.353333333
6.25,36,0.288761941,0.744575187,0.227113705,0.483333333,0.049586938,0.21
6.25,36.5,0.569218817,1.168944197,0.260144997,0.422459893,0.012372174,0.4
6.25,36.75,0.503313661,1.072624676,0.120205494,0.625,0.033589593,0.223333333
6.25,37,0.583746318,1.048898159,0.181659419,0.544642857,0.017946236,0.17
6.25,38,0.411070291,0.910963166,0.172612584,0.422619048,0.024595307,0.086666667
6.25,39,0.552810043,1.164753175,0.17258708,0.166666667,0.013615507,0.42
6.5,-4.75,0.303387803,1.16409781,0.171021449,0.912393162,0.023493499,0.296666667
6.5,-4.5,0.429273635,1.191130418,0.208731404,0.80952381,0.009762256,0.373333333
6.5,-4.25,0.442081041,1.192921585,0.20485231,0.607142857,0.055718971,0.343333333
6.5,-4,0.453643545,1.21886538,0.207336094,0.311904762,0.009980361,0.366666667
6.5,-3.5,0.454638848,1.192598529,0.196784707,0.25,0.004123415,0.356666667
6.5,-3.25,0.43754339,1.161754745,0.185188229,0.545454545,0.02369667,0.3
6.5,-2.75,0.527287253,1.216866792,0.179085844,0.226190476,0.102642046,0.196666667
6.5,-2.5,0.623690561,1.284639094,0.181759732,0.008928571,0.11484795,0.213333333
6.5,-1.5,0.575683848,0.994213652,0.148340785,0.248397436,0.0378917,0.136666667
6.5,-1.25,0.605527183,1.035380261,0.157698179,0.112179487,0.025529584,0.15
6.5,-0.5,0.493781887,0.990900421,0.131738098,0.436507937,0.01238709,0.116666667
6.5,9.5,0.589409403,0.902716417,0.217950555,0.801282051,0.018351276,0.153333333
6.5,9.75,0.569941261,0.909528175,0.190889967,0.623076923,0.009133211,0.126666667
6.5,12.5,0.736757719,0.834797101,0.26765818,0.315217391,0.057287895,0.01
6.5,14,0.651625374,0.773678002,0.227618319,0.198571429,0.029087224,0.16
6.5,36,0.356741255,0.837484546,0.199059655,0.416666667,0.035332651,0.27
6.5,36.25,0.686656385,1.279567503,0.283379899,0.481818182,0.069498797,0.33
6.5,36.5,0.536602412,1.236943035,0.218671665,0.576246334,0.043480848,0.283333333
6.5,36.75,0.275528678,0.792119618,0.076650139,0.560897436,0.034423295,0.18
6.5,38.25,0.395949594,1.066529064,0.188950019,0.35625,0.019032079,0.076666667
6.5,40.25,0.316029945,0.89778908,0.284960399,0.301724138,0.028208162,0.4
6.5,40.5,0.472147937,0.877204093,0.298566675,0.617302053,0.032389079,0.39
6.75,-4.75,0.289228664,1.202970084,0.177598172,0.648148148,0.031254084,0.31
6.75,-4.5,0.307141172,1.208785189,0.175424728,0.390086207,0.024349812,0.353333333
6.75,-4.25,0.328293825,1.260745983,0.170316857,0.441666667,0.020587849,0.34
6.75,-4,0.449386499,1.159602376,0.215697465,0.078125,0.041844154,0.413333333
6.75,-0.75,0.526864018,0.951965234,0.1433993,0.44,0.007120509,0.27
6.75,-0.5,0.495916709,1.178557352,0.156168597,0.547619048,0.073440255,0.416666667
6.75,10.5,0.753433736,0.941948074,0.1708708,0.578431373,0.009246168,0.006666667
6.75,12.5,0.580656215,0.834476042,0.199524604,0.017045455,0.123975549,0.026666667
6.75,13.25,0.562737208,0.781959742,0.188933807,0.159090909,0.023283984,0.133333333
6.75,14,0.510209567,0.79037686,0.198943043,0.342592593,0.044899342,0.19
6.75,37,0.358322417,0.687844594,0.154786488,0.5875,0.01740317,0.046666667
6.75,39,0.351165752,1.132864302,0.125053303,0.856481481,0.040350583,0.313333333
6.75,40.25,0.458348788,1.154007877,0.318911262,0.482857143,0.008873792,0.426666667
7,-4.5,0.311679742,1.096436349,0.176583949,0.578817734,0.035142913,0.386666667
7,-4,0.448247606,1.121592673,0.218823885,0.151612903,0.040448099,0.513333333
7,-3.75,0.434375098,1.10713008,0.228465594,0.534562212,0.115276825,0.44
7,-3.5,0.366520358,1.082373262,0.21902882,0.494047619,0.085063527,0.47
7,-3.25,0.404156709,1.122563132,0.218320096,0.53,0.09128809,0.353333333
7,-2,0.602916933,1.038854433,0.18289311,0.006493506,0.001904598,0.22
7,-0.25,0.45553403,1.063819768,0.187263617,0.922619048,0.068737545,0.33
7,0,0.557918255,0.879878235,0.177664636,0.903409091,0.067275117,0.22
7,2.75,0.470766997,1.011189368,0.133352419,0.15,0.03603477,0.56
7,3,0.352281737,1.194805145,0.188598087,0.017857143,0.000217088,0.406666667
7,11.25,0.659577062,0.797451782,0.179010271,0.095238095,0.085742298,0.066666667
7,12.5,0.740050389,0.832412602,0.254257511,0.454968944,0.164763478,0.026666667
7,36.75,0.580909377,1.430344528,0.194267346,0.247648903,0.017120514,0.163333333
7,37,0.251152938,0.795953878,0.079386405,0.738095238,0.036701039,0.066666667
7,37.5,0.605521334,0.942976047,0.296495771,0.137931034,0.04129509,0.163333333
7,37.75,0.24888605,0.841622044,0.217320337,0.039772727,0.00155199,0.293333333
7,38.25,0.350205289,0.936949529,0.208227929,0.527692308,0.080491718,0.246666667
7,39.5,0.604718213,1.169395897,0.137392286,0.386243386,0.018648888,0.466666667
7,39.75,0.326150982,0.784137921,0.09705503,0.991666667,0.009363064,0.53
7,40,0.382157487,1.136771765,0.168644876,2.062962963,0.021325886,0.433333333
7,40.25,0.651562989,1.362735807,0.195824202,0.061538462,0.034686232,0.516666667
7,40.5,0.66550424,0.992328644,0.241694673,0.61013986,0.028399045,0.36
7.25,-4.25,0.313831329,1.113709083,0.171525811,0.19047619,0.060438902,0.426666667
7.25,-3.75,0.336652668,1.199715208,0.181893529,0.435267857,0.098897514,0.45
7.25,-0.75,0.504918064,0.978966014,0.172376144,0.1875,0.039307348,0.466666667
7.25,-0.5,0.487036328,1.072196706,0.18701781,0.689655172,0.053814153,0.513333333
7.25,2.75,0.52449826,1.020376606,0.152855729,0.383064516,0.048101346,0.49
7.25,4.5,0.462317697,0.957462193,0.174560639,0.136363636,0.019482117,0.103333333
7.25,11.25,0.806970391,1.065473742,0.255140213,0.182352941,0.009186201,0.153333333
7.25,11.5,0.775292088,1.046862695,0.216008893,0.180555556,0.022148641,0.1
7.25,12,0.694013097,0.783579313,0.208731161,0.215384615,0.009765539,0.34
7.25,13,0.527509327,0.804281518,0.237879654,0.107142857,0.127236984,0.17
7.25,13.5,0.653971393,0.683628102,0.227907351,0.033216783,0.021485228,0.203333333
7.25,14.25,0.5741056,0.647986896,0.170217832,0.613636364,0.039842249,0.106666667
7.25,14.5,0.522532986,0.673223036,0.162770836,0.117056856,0.043427074,0.076666667
7.25,34.25,0.875564243,1.186463635,0.436150975,0.4,0.080417016,0.233333333
7.25,34.75,1.028651663,1.268290124,0.43205324,0.225925926,0.000912377,0.226666667
7.25,35,1.023082088,1.134735694,0.291418645,0.192460317,0.006009596,0.316666667
7.25,36,0.215887138,0.487609668,0.075015535,0.416363636,0.011499873,0.14
7.25,36.5,0.266937608,0.517907148,0.042202249,0.032258065,0.048485171,0.236666667
7.25,37,0.356821344,0.665224828,0.099275576,1.113636364,0.025481162,0.043333333
7.25,37.25,0.42353946,0.502152389,0.119000989,0.514957265,0.019554612,0.063333333
7.25,37.5,0.405095614,0.897434567,0.239293365,0.638541667,0.018489448,0.27
7.25,37.75,0.379112909,0.789935577,0.226347574,0.076666667,0.039750057,0.283333333
7.25,38,0.269842705,0.865237798,0.238455942,0.336538462,0.05375544,0.356666667
7.25,38.25,0.290245506,0.989962671,0.224652129,0.416129032,0.086512547,0.406666667
7.25,39,0.374618119,0.99892586,0.14719917,0.205555556,0.085953124,0.403333333
7.25,39.25,0.425503716,1.010230744,0.149356386,1.292626728,0.054026693,0.446666667
7.25,39.5,0.192479588,0.94702751,0.143438254,0.615384615,0.000695158,0.473333333
7.25,39.75,0.471799371,0.936882332,0.121789579,1.07037037,0.019725663,0.433333333
7.25,40.25,0.72077488,1.281217644,0.231159867,0.212643678,0.05647699,0.406666667
7.25,40.75,0.504378803,0.836907842,0.222803464,0.568181818,0.001613145,0.166666667
7.25,41,0.54590413,0.995281278,0.207139922,0.861111111,0.043090055,0.52
7.5,-4.5,0.307504898,0.941791632,0.171745761,0.39,0.035149805,0.313333333
7.5,-4.25,0.311117925,1.054910963,0.17759095,0.330687831,0.056526925,0.39
7.5,-1.5,0.458934334,1.002106104,0.178774789,0.1,0.062764135,0.54
7.5,-1,0.487068352,0.975630325,0.200937978,0.018518519,0.093936346,0.533333333
7.5,-0.5,0.497963167,1.047055836,0.216536352,0.470588235,0.070656615,0.67
7.5,4.5,0.541062947,0.962717144,0.212175005,0.560606061,0.045170942,0.17
7.5,11.75,0.680154967,0.824425741,0.238320126,0.377840909,0.110374839,0.02
7.5,12,0.878017386,0.863881938,0.248349288,0.153846154,0.047451289,0.163333333
7.5,12.75,0.625653467,0.862521382,0.232194211,0.348659004,0.054844403,0.27
7.5,13,0.528043463,0.846061394,0.215316451,0.923076923,0.111368776,0.113333333
7.5,13.25,0.560408059,0.839447902,0.238021852,0.787356322,0.07517537,0.186666667
7.5,13.5,0.534299586,0.78018611,0.202763521,1.150793651,0.073928273,0.16
7.5,13.75,0.535597816,0.776266988,0.211695741,0.803571429,0.065954959,0.116666667
7.5,14.25,0.874093178,0.760196647,0.210435968,0.534722222,0.00959492,0.153333333
7.5,34.25,0.973046366,1.309044041,0.451537684,0.314285714,0.101696582,0.266666667
7.5,36.5,0.34822419,0.788508313,0.097274939,0.6,0.065424362,0.116666667
7.5,36.75,0.368621904,0.928005003,0.08923985,0.207843137,0.087692877,0.176666667
7.5,37,0.483582169,0.653497686,0.100216794,0.678571429,0.045923175,0.136666667
7.5,37.25,0.406465168,0.580611713,0.066598681,0.793859649,0.057231028,0.026666667
7.5,37.75,0.286525081,0.670543084,0.162947617,0.636363636,0.027037436,0.263333333
7.5,38.75,0.147599343,0.843805519,0.110651561,1.201591512,0.114486214,0.353333333
7.5,39,0.322814374,0.752869317,0.070119093,0.640625,0.062268489,0.333333333
7.5,39.25,0.263263722,0.818174998,0.074395979,0.734375,0.051811764,0.42
7.5,39.5,0.430264224,0.773214722,0.107658639,0.962382445,0.044748831,0.276666667
7.5,39.75,0.209879851,0.834874158,0.162964257,1.2125,0.021442797,0.243333333
7.5,40,0.711294008,1.074465962,0.193684653,1.083333333,0.035857167,0.293333333
7.5,40.25,0.742734371,1.117795817,0.288292652,0.804232804,0.02617063,0.336666667
7.5,40.5,0.598890843,0.883965849,0.219764254,0.833333333,0.018813567,0.253333333
7.5,40.75,0.511843129,0.69393557,0.238236305,0.234782609,0.022542794,0.206666667
7.5,41,0.701393382,0.911359366,0.210461578,0.136363636,0.022112807,0.54
7.75,-2.25,0.442773105,0.96162528,0.168039513,0.326923077,0.03520332,0.46
7.75,-1.5,0.392244897,0.99774256,0.210599784,0.208333333,0.054393274,0.45
7.75,-1.25,0.416431505,1.012301851,0.226737254,0.037931034,0.052451522,0.473333333
7.75,10.75,0.967596123,0.879667194,0.269215016,0.1375,0.045433514,0.046666667
7.75,12.25,0.836636157,0.924469679,0.317656762,0.073333333,0.012252222,0.126666667
7.75,12.5,0.699666752,0.82766976,0.266859656,0.944444444,0.048711014,0.216666667
7.75,12.75,0.87322689,0.92500356,0.28468347,0.866873065,0.074206287,0.013333333
7.75,13,0.776818848,1.075775479,0.332234434,0.05,0.036585457,0.113333333
7.75,13.25,0.776042527,0.89480581,0.30427997,1.012626263,0.0867607,0.173333333
7.75,13.5,0.690833908,0.882495606,0.230925058,1.4375,0.055150721,0.143333333
7.75,34.25,1.016723065,1.338592979,0.504453601,0.8,0.02298768,0.326666667
7.75,34.5,0.883434824,1.207457655,0.422088346,0.732142857,0.067337212,0.3
7.75,36,0.291678893,0.656996331,0.063649116,0.098039216,0.047237711,0.03
7.75,37.25,0.349887398,0.439607043,0.116650798,0.953812317,0.093249457,0.066666667
7.75,37.5,0.390187777,0.457164588,0.091345175,1.063492063,0.014104747,0.003333333
7.75,37.75,0.174400564,0.806757629,0.165666022,0.205645161,0.000108726,0.24
7.75,38.25,0.286138623,0.837519191,0.199779999,0.636904762,0.003319024,0.313333333
7.75,38.5,0.164326634,0.669723648,0.185249963,0.139784946,0.054234467,0.37
7.75,39,0.303394631,0.755634406,0.089649479,1.524358974,0.141814031,0.253333333
7.75,39.25,0.082855635,0.762701142,0.058400754,0.6,0.124877233,0.376666667
7.75,39.75,0.125086134,0.965436319,0.109041091,1.097222222,0.011027395,0.29
7.75,40,0.317104692,0.73951283,0.117071745,0.853846154,0.006733861,0.286666667
7.75,40.25,0.504310041,0.675791677,0.165510588,0.545454545,0.070761314,0.256666667
7.75,40.5,0.672959567,0.765007547,0.19630894,0.402116402,0.036487889,0.246666667
7.75,40.75,0.691202252,0.964675219,0.278198451,0.442307692,0.065584879,0.253333333
7.75,41,0.570502707,0.686358838,0.251137445,0.476190476,0.028959232,0.243333333
7.75,41.25,0.49766073,0.796517592,0.203015086,0.439473684,0.12047392,0.596666667
8,-4,0.323273605,1.017273947,0.170647369,0.353703704,0.050856629,0.376666667
8,-3,0.626389821,0.813813801,0.225263886,0.441576087,0.001386632,0.046666667
8,-2.75,0.550873585,0.820090015,0.221180689,0.597222222,0.016942711,0.12
8,-2.5,0.419347245,0.917559462,0.186299594,0.757142857,0.022802039,0.466666667
8,-2.25,0.428669484,0.887892933,0.182454257,0.232142857,0.025604852,0.426666667
8,-2,0.431536454,0.864764248,0.162867801,0.255952381,0.047020887,0.393333333
8,-1.75,0.400586094,0.944428449,0.192203529,0.22,0.013601278,0.34
8,0.25,0.610848295,0.7625447,0.113601601,0.204301075,0.017225361,0.413333333
8,2.5,0.672695003,0.838791872,0.212834299,0.116666667,0.028891686,0.466666667
8,12,0.674756446,0.995665448,0.271243555,0.306267806,0.087671,0.24
8,13.5,0.603983718,0.870064975,0.237150487,1.047453704,0.026038005,0.193333333
8,37.5,0.458359391,0.580034227,0.097914069,0.536654135,0.022691021,0.106666667
8,37.75,0.493905053,0.483980208,0.103274393,0.951388889,0.082410289,0.053333333
8,38.25,0.354361705,1.136508042,0.21799479,0.979166667,0.032409201,0.413333333
8,38.5,0.425464376,0.795542516,0.208336083,0.081818182,0.077756801,0.373333333
8,38.75,0.334496346,0.462381686,0.118319146,0.706043956,0.026586481,0.243333333
8,39,0.168244367,0.93153217,0.17996039,0.681697613,0.07604613,0.283333333
8,39.25,0.41095313,0.925121718,0.111743812,0.512626263,0.03902254,0.44
8,39.5,0.567491561,0.924848508,0.118341278,0.2,0.026034412,0.366666667
8,39.75,0.291366323,0.965646871,0.11465895,0.735042735,0.027938063,0.26
8,40,0.262510818,0.854960241,0.14586713,1.139130435,0.018248565,0.26
8,40.5,0.627385751,0.746630488,0.199690918,0.702279202,0.068286341,0.223333333
8,40.75,0.619465305,0.859781627,0.212428814,0.517857143,0.024717994,0.286666667
8,41,0.713596774,0.876622048,0.271004515,1.038461538,0.02196869,0.26
8.25,-4,0.311475235,0.983675541,0.177849315,0.164444444,0.045306234,0.353333333
8.25,-3.5,0.574946712,0.680947054,0.203292358,0.150895141,0.010517652,0.08
8.25,-2.5,0.457155472,0.962213859,0.211172099,0.320276498,0.00127271,0.48
8.25,-1.25,0.485256782,1.096427644,0.303697096,0,0.086288081,0.336666667
8.25,0.5,0.64126002,0.638060095,0.135392803,0.03030303,0.017758835,0.263333333
8.25,1,0.596679903,1.007443159,0.207912088,0.340277778,0.007802758,0.32
8.25,1.25,0.503574626,0.84499009,0.182166364,0.766233766,0.014659045,0.33
8.25,1.5,0.490463863,0.720958103,0.201021549,0.1375,0.020008094,0.21
8.25,1.75,0.522078803,0.794658915,0.222531393,0.357142857,0.069778038,0.33
8.25,2,0.569988036,0.719197767,0.213450893,0.703703704,0.05765894,0.31
8.25,5.25,0.602046458,1.014175532,0.23559512,0.269230769,0.072890802,0.2
8.25,6.5,0.667131649,0.963239934,0.278557979,0.62,0.077133724,0.33
8.25,36.5,0.580859238,0.67247199,0.108184844,0.013586957,0.083754328,0.076666667
8.25,37.25,0.359090834,0.552026524,0.103865782,0.966424682,0.072884397,0.06
8.25,37.5,0.392906111,0.365940955,0.120862763,1.103571429,0.063760286,0.033333333
8.25,37.75,0.50296848,0.351531122,0.083374924,0.69047619,0.088815448,0.066666667
8.25,38,0.515471688,1.1758926,0.22964402,0.66025641,0.02382495,0.31
8.25,38.25,0.214779741,1.100510661,0.177720061,0.884375,0.055114887,0.41
8.25,38.5,0.35437311,0.796256256,0.14148696,0.075757576,0.057665284,0.383333333
8.25,38.75,0.14204262,0.691018207,0.215531239,0.297043011,0.069608743,0.343333333
8.25,39.5,0.353453318,1.110411209,0.211882185,1.058823529,0.016177399,0.366666667
8.25,39.75,0.564301906,0.973775815,0.132572912,1.215151515,0.020748427,0.323333333
8.25,40.5,0.588763447,0.963352868,0.213688283,0.145833333,0.0683097,0.353333333
8.25,40.75,0.571707271,0.941812662,0.233349936,0.625,0.040837801,0.24
8.5,-11.25,0.250428537,0.08423994,0.005931806,0.165570175,0.006817083,0.046666667
8.5,0.5,0.724612133,0.601029714,0.148046393,0.305944056,0.003987755,0.21
8.5,5,0.609980989,0.873617828,0.232248586,0.518518519,0.041985705,0.266666667
8.5,11.25,1.019031114,0.769415029,0.272512065,0.504285714,0.051068888,0.083333333
8.5,13,1.192209899,0.878074392,0.357878091,0.75625,0.031808178,0.043333333
8.5,37.25,0.405113924,0.55517586,0.125425506,0.68125,0.035043357,0.14
8.5,37.5,0.289168764,0.780184956,0.199928887,0.820054945,0.086925269,0.183333333
8.5,37.75,0.707804323,0.749486033,0.194568601,0.734491315,0.010386208,0.276666667
8.5,38.75,0.376559937,0.613606634,0.15786346,0.565524194,0.067473391,0.213333333
8.5,39.25,0.266669777,0.989747444,0.233657299,0.041353383,0.037634894,0.413333333
8.5,39.5,0.21746075,1.041726782,0.288953434,0.795751634,0.002843162,0.393333333
8.5,39.75,1.022934547,1.211025395,0.282372076,0.564285714,0.052380702,0.483333333
8.5,40,0.850506827,1.275465784,0.237370801,0.217741935,0.097135328,0.42
8.5,40.25,0.497665933,0.965295625,0.17870175,0.082417582,0.011857304,0.26
8.5,40.5,0.483755728,1.110309307,0.296111241,0.135817308,0.085270037,0.3
8.5,40.75,0.354426477,0.7654524,0.254341896,0.048148148,0.001229564,0.24
8.5,41.75,0.083616208,0.760577588,0.259074575,0.833333333,0.027805304,0.09
8.75,10.5,0.788172189,0.770155745,0.193241006,0.924107143,0.095685386,0.116666667
8.75,10.75,1.142261388,0.697165113,0.243322086,0.781746032,0.05099384,0.106666667
8.75,11.25,0.928471824,0.649357683,0.264119501,0.429166667,0.105033138,0.063333333
8.75,11.5,0.894174077,0.666341518,0.249171611,0.186498856,0.078613121,0.056666667
8.75,37,0.479353274,0.578476206,0.110354744,0.295755968,0.048968867,0.23
8.75,37.25,0.394905188,0.454941539,0.096216656,0.507099391,0.044872248,0.11
8.75,37.5,0.616652992,0.662928009,0.091128093,1.29491833,0.080614569,0.073333333
8.75,37.75,0.470462956,1.054586577,0.161601891,1.345430108,0.011183918,0.286666667
8.75,38.25,0.271220437,0.525707206,0.100086441,0.65530303,0.049065676,0.233333333
8.75,38.5,0.371002099,0.547743949,0.104443212,0.197849462,0.01865963,0.266666667
8.75,40.5,0.632083482,1.053243706,0.231271864,0.51025641,0.027167173,0.273333333
8.75,40.75,0.359843817,1.11882246,0.273981693,0.342741935,0.009491991,0.313333333
8.75,41,0.262157949,1.053882012,0.276990873,0.766381766,0.011519825,0.23
8.75,41.25,0.196513308,1.033289415,0.271431032,1.08,0.037311417,0.116666667
8.75,41.5,0.257644849,1.051544776,0.264219933,0.767473118,0.022152446,0.246666667
9,-4.25,0.531230711,0.785540752,0.209790366,0.242857143,0.061120355,0.253333333
9,37,0.485365687,0.586622287,0.129094001,0.871794872,0.091140334,0.086666667
9,37.25,0.334124325,0.518746577,0.113185207,0.786004057,0.095939498,0.076666667
9,37.5,0.558110614,0.964388999,0.143338768,0.772058824,0.053984535,0.146666667
9,37.75,0.505640059,0.77213393,0.125361591,1.318965517,0.027266566,0.186666667
9,38,0.328440622,0.598540008,0.093891993,0.577731092,0.037337699,0.18
9,38.25,0.335232798,0.613706638,0.110144169,0.686635945,0.029273052,0.21
9,41,0.365564219,0.806525597,0.158309384,1.133928571,0.082130726,0.2
9,41.25,0.232765002,1.035512406,0.233844814,0.740740741,0.047286727,0.17
9,41.5,0.161027155,1.062058591,0.25346689,1.083333333,0.06734197,0.183333333
9,41.75,0.044841395,0.978662227,0.216898836,0.777597403,0.018452971,0.273333333
9.25,10,0.638518446,0.634878129,0.152783663,0.893103448,0.06847817,0.04
9.25,11.25,1.228480197,0.610096467,0.296873541,0.480769231,0.072803972,0.123333333
9.25,11.5,1.22266609,0.581625229,0.293502271,0.071862348,0.061456241,0.176666667
9.25,37,0.575120994,0.835237591,0.166083311,0.894345238,0.103788655,0.02
9.25,37.5,0.558795988,0.786867445,0.152798489,0.708333333,0.09389554,0.07
9.25,37.75,0.46154302,0.744734251,0.156009444,1.028846154,0.117618512,0.026666667
9.25,38,0.505711639,0.621115738,0.093971026,0.980036298,0.064407112,0.046666667
9.25,38.25,0.189465841,0.663527425,0.090387383,0.701282051,0.03938388,0.176666667
9.25,41,0.680794682,1.140796622,0.208481304,0.45,0.035931657,0.266666667
9.25,41.25,0.318483343,0.83305132,0.12666409,1.31561086,0.089438012,0.196666667
9.25,41.5,0.297291174,0.851949995,0.149755762,0.982142857,0.033692078,0.21
9.25,43,0.067185074,0.664246212,0.175673377,0.71969697,0.006751877,0.38
9.5,-7.5,0.157366767,0.471032813,0.117380475,0.651282051,0.013618343,0.006666667
9.5,1.75,0.664176589,0.543489955,0.184636019,0.333333333,0.032115535,0.093333333
9.5,8.75,0.658964284,0.639255934,0.148043898,0.767142857,0.062123591,0.093333333
9.5,9,0.548837554,0.63803171,0.126715002,0.571428571,0.052237874,0.053333333
9.5,11.5,1.299897355,0.550513947,0.274714637,0.601830664,0.02706048,0.056666667
9.5,11.75,1.300453108,0.515538534,0.27795932,0.104395604,0.046407703,0.076666667
9.5,12,1.115871801,0.543413289,0.284014627,0.462242563,0.012227638,0.07
9.5,12.5,1.127330017,0.684568591,0.314448323,0.485991379,0.012818676,0.163333333
9.5,37.75,0.409154178,0.526775399,0.162540806,0.406354515,0.087400458,0.11
9.5,38,0.423483922,0.65457658,0.130955224,0.479365079,0.08654893,0.11
9.5,38.25,0.489380078,0.695539778,0.12033429,0.69122807,0.106469738,0.07
9.5,38.5,0.649127276,0.764581221,0.152663104,1.046666667,0.086031065,0.046666667
9.5,41.5,0.368421251,0.917074174,0.168902396,0.132183908,0.037533932,0.413333333
9.5,41.75,0.382959865,0.913603347,0.154591252,0.180952381,0.003404967,0.493333333
9.5,42,0.388562892,0.852356348,0.134390721,0.675,0.032249948,0.463333333
9.5,42.25,0.429729188,0.766744389,0.121618206,0.9375,0.048444725,0.476666667
9.5,42.5,0.305590273,0.856663083,0.159772147,0.821428571,0.029767496,0.233333333
9.5,42.75,0.526891405,0.586632577,0.112302235,0.58045977,0.015080539,0.413333333
9.5,43,0.255106452,0.661172348,0.149647135,0.533333333,0.112899347,0.483333333
9.5,43.25,0.239418088,0.607056564,0.146501223,0.186147186,0.069126256,0.533333333
9.75,1.5,0.542881188,0.521670747,0.161020237,0.931818182,0.007413035,0.04
9.75,8.75,0.563482588,0.583709834,0.130529364,0.856923077,0.012176163,0.106666667
9.75,38,0.497871575,0.835064463,0.187210639,0.408333333,0.090161288,0.193333333
9.75,38.25,0.620237165,0.744364675,0.177472729,0.477678571,0.107584594,0.1
9.75,38.5,0.68361341,0.793246264,0.154898895,0.785714286,0.009329532,0.16
9.75,39.5,0.368761444,0.942930994,0.135183738,0.296875,0.024982688,0.36
9.75,39.75,0.311959272,0.744949243,0.125798975,0.976923077,0.021677472,0.293333333
10,6.5,0.278768295,0.52135759,0.123570949,1.175294118,0.065122446,0.003333333
10,6.75,0.425637446,0.492470022,0.111727829,0.692307692,0.057135781,0.07
10,7.25,0.490156633,0.558977939,0.156095946,0.846666667,0.127300864,0.053333333
10,7.5,0.681852194,0.643123451,0.194741116,0.7125,0.08587926,0.026666667
10,8.5,0.624139267,0.655295895,0.14615371,0.981481481,0.039491122,0.053333333
10,11.5,0.961249679,0.521484062,0.287581717,0.015151515,0.111609412,0.076666667
10,37.75,0.542652365,0.46425392,0.165114584,0.512145749,0.154976389,0.02
10,38,0.418167427,0.718673686,0.197617282,0.44686907,0.024246421,0.133333333
10,38.25,0.632342764,0.549052468,0.131562591,1.028013582,0.059326481,0.116666667
