lat0,lon0,tmin_C__delta_after_minus_before,tmax_C__delta_after_minus_before,vpd__delta_after_minus_before,duration__delta_after_minus_before,intensity__delta_after_minus_before,frequency__delta_after_minus_before
-13.75,33.75,0.389372156,0.610686669,0.088873833,0.713333333,0.003790914,0.113333333
-13.75,34,0.369508792,0.628628051,0.094787255,0.255681818,0.034806495,0.18
-13.75,40,0.573471915,0.730862747,0.090877531,0.117132867,0.060604721,0.18
-13.75,40.25,0.587035575,0.70923127,0.078603748,0.303571429,0.008834686,0.27
-13.75,49.75,0.467026328,0.837466226,0.071958824,0.432692308,0.021126955,0.143333333
-13.5,32.5,0.548643689,0.500555929,0.105291899,0.217261905,0.109872292,0.04
-13.5,32.75,0.540396901,0.510161786,0.09392421,0.301052632,0.070713886,0.06
-13.5,33,0.423838141,0.412412086,0.079729576,0.3852657,0.011597554,0
-13.5,34,0.449567746,0.632099719,0.093051149,0.474747475,0.010302262,0.203333333
-13.25,32.5,0.505425928,0.527051603,0.109648611,0,0.044040687,0.083333333
-13.25,32.75,0.45196901,0.49073905,0.097145977,0.402105263,0.069873465,0.016666667
-13,33,0.320437779,0.483300801,0.09237101,0.435897436,0.000171425,0.09
-13,35,0.436259734,0.727367929,0.071663661,0.288235294,0.017704319,0.06
-12.75,33.75,0.591251588,0.699265563,0.096651319,0.5,0.007196657,0.126666667
-12.25,33,0.269224744,0.33368544,0.076821833,0.132352941,0.068304124,0.036666667
-12,33,0.302636621,0.320688551,0.073474369,0.323529412,0.006828151,0.026666667
-11,39.5,0.404672339,0.48738777,0.031207743,0.25,0.004154191,0.09
-10.75,34.25,0.375761277,0.476825186,0.071926743,0.177631579,0.066106238,0.123333333
-10.5,34.25,0.380554101,0.574676083,0.093767505,0.410869565,0.033523891,0.136666667
-10.5,36,0.567198455,0.832731178,0.126719755,0.183333333,0.080961439,0.166666667
-10,33.5,0.310998613,0.689855507,0.07613324,0.048951049,0.023037419,0.103333333
-9.75,33.75,0.470209855,0.68121512,0.085680596,0.125,0.027721369,0.133333333
-9.75,34.75,0.410217442,0.803520516,0.091124411,0.096153846,0.023086767,0.083333333
-9.5,33.75,0.576927537,0.948374646,0.113792414,0.0625,0.006237163,0.153333333
-9.5,34.5,0.381391124,0.696575967,0.072629046,0.099137931,0.029369298,0.113333333
-9.5,34.75,0.545603258,0.905953647,0.083750206,0.278138528,0.000168697,0.256666667
-9.5,36.5,0.656270774,0.9076882,0.117265737,0.134090909,0.021162665,0.063333333
-9.25,33.25,0.411946399,0.71547161,0.058612099,0.133012821,0.003121124,0.133333333
-9.25,35,0.658078981,1.181602458,0.10706243,0.833333333,0.012186194,0.32
-9.25,36,0.523438408,1.111207587,0.15636832,0.381118881,0.033848185,0
-9.25,39,0.38362104,0.47133298,0.039754937,0.733333333,0.13712674,0
-9.25,39.25,0.487584588,0.486280197,0.041847411,0.275735294,0.032572141,0.076666667
-9,35,0.761070095,1.137251125,0.122249546,0.091346154,0.018632523,0.286666667
-9,38.75,0.320870952,0.437324387,0.044525335,0.401785714,0.035656872,0.08
-8.25,37.75,0.580395861,0.85063577,0.098923733,0.030100334,0.059167878,0.033333333
-8,19,0.004366087,0.530037689,0.216627855,0.073717949,0.048176459,0.153333333
-8,37.25,0.656195868,1.144466879,0.134339108,0.107142857,0.017805566,0.133333333
-8,37.5,0.585548127,1.048464381,0.112272544,0.067307692,0.025069829,0.056666667
-8,38,0.627767875,0.87031246,0.096194465,0.599637681,0.001240057,0.026666667
-7.75,18.5,0.093077596,0.759374765,0.325423283,0.293402778,0.025964553,0.473333333
-7.75,22.5,0.174624125,0.529416441,0.230257904,0.49025974,0.045966777,0.243333333
-7.75,22.75,0.151982117,0.565022278,0.229362829,0.35,0.06778523,0.15
-7.75,31,0.367660953,0.755050268,0.13811076,0.131868132,0.005324427,0.18
-7.75,37.5,0.708965932,1.237230484,0.135537219,0.13172043,0.026736596,0.153333333
-7.5,17.5,0.0191677,1.298743713,0.242580557,0.953703704,0.119955146,0.493333333
-7.5,19.5,0.035609749,0.832689217,0.328987277,0.478609626,0.027232344,0.426666667
-7.5,22.25,0.270291157,0.664911671,0.289750418,1.23715415,0.052823421,0.203333333
-7.5,22.5,0.202647126,0.606061652,0.263949878,0.644230769,0.027475603,0.306666667
-7.5,23,0.298657911,0.645235326,0.266170415,0.239393939,0.012033903,0.38
-7.5,23.25,0.346350919,0.635635278,0.261558386,0.313920455,0.006189762,0.376666667
-7.5,24,0.36568535,0.690502871,0.284331924,0.079365079,0.088102235,0.23
-7.5,37,0.691324262,1.278242446,0.141289984,0.340909091,0.029134448,0.096666667
-7.5,37.5,0.86216896,1.300217316,0.132965882,0.05799373,0.046824131,0.226666667
-7.5,37.75,0.703930638,1.182239331,0.126229738,0.173076923,0.031637477,0.203333333
-7.25,17.25,0.027322681,1.335040166,0.242128101,0.37962963,0.11676913,0.43
-7.25,17.5,0.07737282,1.372584553,0.241103024,0.583333333,0.108388849,0.456666667
-7.25,21.25,0.008682231,0.93441258,0.417552343,0.215144231,0.192805493,0.336666667
-7.25,22,0.23261173,0.901989472,0.409736985,0.911764706,0.008987607,0.306666667
-7.25,22.5,0.16740126,0.67162816,0.273437766,0.328125,0.026623197,0.393333333
-7.25,22.75,0.158768111,0.718349731,0.277847805,0.390625,0.001841692,0.366666667
-7.25,23,0.328831482,0.726149789,0.282191447,0.242424242,0.027952052,0.403333333
-7.25,23.25,0.377694115,0.730719503,0.28294897,0.103693182,0.029795971,0.39
-7.25,23.5,0.375276967,0.721413246,0.260583895,0.416666667,0.029170579,0.346666667
-7.25,23.75,0.405877412,0.733434198,0.263650048,0.201149425,0.039878018,0.306666667
-7.25,24,0.525937496,0.747446363,0.274845634,0.201612903,0.000802968,0.373333333
-7.25,31,0.301978009,0.818670459,0.144672047,0.367892977,0.065565953,0.12
-7.25,36,0.482062296,0.683951119,0.107725941,0.340909091,0.0195896,0.14
-7.25,37.75,0.649862443,0.948547343,0.077473056,0.691666667,0.007896346,0.09
-7,21.5,0.001877261,1.15997068,0.472571411,0.225,0.145574922,0.4
-7,21.75,0.18773612,1.100329023,0.477512676,0.601351351,0.058259412,0.433333333
-7,23,0.267674353,0.835417821,0.322786145,0.684415584,0.000846229,0.373333333
-7,23.25,0.37989054,0.829018089,0.320939079,0.439393939,0.020594002,0.36
-7,23.5,0.383597134,0.790933834,0.292593792,0.338068182,0.019634486,0.363333333
-7,24,0.449117416,0.783654296,0.299915308,0.3,0.001944863,0.38
-7,36,0.302151587,0.645547583,0.11309768,0.755263158,0.041589937,0.123333333
-7,36.75,0.41297001,1.049503132,0.096211067,0.380434783,0.000634592,0.14
-6.75,18.25,0.175068215,1.536926759,0.25069053,0.775641026,0.100112392,0.443333333
-6.75,21.5,0.106414971,1.312465589,0.517437568,0.785714286,0.048690774,0.476666667
-6.75,21.75,0.180798144,1.300069819,0.516219785,0.876623377,0.100381995,0.463333333
-6.75,22,0.06587276,1.192645968,0.483339407,0.90530303,0.022378993,0.516666667
-6.75,22.25,0.049252515,1.109715251,0.451495044,0.754901961,0.028968051,0.42
-6.75,23.25,0.249318226,0.847984451,0.326519355,1.090686275,0.004025259,0.353333333
-6.75,23.5,0.16840476,0.496642382,0.138082673,0.192307692,0.027961334,0.236666667
-6.75,23.75,0.341961259,1.098571327,0.386163131,0.03030303,0.017866375,0.323333333
-6.75,24,0.281901139,1.088425426,0.367301419,0.192307692,0.0992126,0.29
-6.75,36.75,0.443744673,1.3314845,0.125990133,0.75,0.036803375,0.166666667
-6.75,37,0.669402934,1.154056539,0.133184878,0.277972028,0.056180364,0.12
-6.75,37.75,0.63630741,0.977333525,0.074232478,0.39,0.049144725,0.16
-6.5,17.25,0.120910547,1.34024846,0.21715305,0.357142857,0.003469995,0.376666667
-6.5,18.25,0.202448957,1.622635885,0.260858284,0.466666667,0.156163655,0.463333333
-6.5,22,0.278575076,1.586311653,0.574506179,1.621794872,0.054624205,0.566666667
-6.5,22.25,0.072401448,1.686075592,0.487535378,0.857142857,0.04761932,0.556666667
-6.5,22.5,0.201089654,1.23378114,0.500804384,0.824324324,0.098898863,0.51
-6.5,22.75,0.226245724,1.322350585,0.514112161,0.492492492,0.021345878,0.553333333
-6.5,37,0.504876451,1.162563664,0.110899383,0.516666667,0.03775931,0.263333333
-6.5,37.25,0.673636059,1.318429592,0.131858657,0.898809524,0.07430089,0.133333333
-6.5,37.5,0.506002801,1.081318404,0.101904072,0.625,0.064993222,0.133333333
-6.25,17,0.28134883,1.381724138,0.218104857,0.614814815,0.010403578,0.38
-6.25,18.25,0.022689761,0.465359341,0.064873256,0.784090909,0.037085367,0.04
-6.25,21.5,0.029331501,2.205770405,0.409455064,0.301724138,0.211614819,0.523333333
-6.25,24.25,0.207546175,0.910161825,0.442333374,0.769607843,0.110401951,0.286666667
-6.25,24.5,0.327848835,0.860778143,0.347845078,0.931932773,0.060323129,0.313333333
-6.25,24.75,0.60490885,0.868375534,0.340209842,1.042626728,0.104609101,0.27
-6.25,34,0.600883895,0.765577463,0.114140722,0.208333333,0.001232677,0.173333333
-6.25,36.75,0.531123,0.921521192,0.089079568,0.081730769,0.023025961,0.313333333
-6.25,37,0.450037605,1.05564275,0.085996784,0.765151515,0.030438334,0.093333333
-6.25,37.25,0.700318575,1.239940174,0.113360633,0.683333333,0.085697284,0.233333333
-6.25,37.5,0.598195942,1.28954911,0.120194054,1.0125,0.091921479,0.17
-6.25,37.75,0.518661189,0.997486088,0.123710091,0.071428571,0.067943824,0.22
-6.25,38.25,0.420705371,0.753449434,0.072188075,0.434782609,0.01659686,0.13
-6,16.5,0.232645045,1.13048798,0.165928124,0.082857143,0.034134099,0.29
-6,17.75,0.27223008,1.68667493,0.263970358,0.329032258,0.061337912,0.463333333
-6,18.75,0.172287144,0.426230856,0.07952444,0.884615385,0.06222137,0.093333333
-6,24.25,0.147183932,0.879953825,0.364478833,0.827777778,0.071846479,0.386666667
-6,24.5,0.357367432,0.934722646,0.364643709,0.906565657,0.088622447,0.283333333
-6,24.75,0.515534504,0.993282631,0.376646162,0.964285714,0.059781298,0.35
-6,25,0.664784358,1.019928409,0.401982023,0.748484848,0.070782336,0.416666667
-6,25.25,0.670585554,0.892781302,0.355850245,0.979166667,0.070532465,0.396666667
-6,37,0.462546632,0.834811424,0.075937992,0.431818182,0.032690685,0.153333333
-6,37.25,0.460865074,0.980959733,0.081130889,0.83492823,0.071335937,0.066666667
-6,37.5,0.461732988,1.117647952,0.071392757,1.019444444,0.037063501,0.133333333
-6,38,0.606919791,1.06021713,0.109235196,0.793560606,0.054730802,0.216666667
-6,38.25,0.505517908,0.864648497,0.081498322,0.396135266,0.034746358,0.233333333
-6,38.5,0.428819899,0.649610719,0.070325045,0.668560606,0.008382394,0.13
-5.75,17.75,0.329831793,1.56264535,0.258755127,0.198275862,0.03764924,0.426666667
-5.75,24.25,0.198903323,1.172099832,0.428173862,1.233333333,0.089171638,0.4
-5.75,24.5,0.486205409,1.344669205,0.477926738,1.188288288,0.037075006,0.386666667
-5.75,25,0.422609515,1.012225146,0.400697207,0.492857143,0.053283318,0.456666667
-5.75,25.5,0.565860161,0.969839165,0.384793303,0.40625,0.030549505,0.48
-5.75,25.75,0.614282168,0.961560509,0.369771792,0.077067669,0.034708913,0.563333333
-5.75,37,0.556868826,0.685496825,0.060591687,0.085714286,0.02548574,0.12
-5.75,37.25,0.392181928,0.854743753,0.069409608,0.795454545,0.036755123,0.123333333
-5.75,37.5,0.497803847,1.110922941,0.083014,0.490131579,0.027913607,0.136666667
-5.75,37.75,0.400645622,0.995826331,0.102484739,0.0675,0.027521228,0.303333333
-5.75,38.25,0.547440239,0.895698461,0.083082607,0.166666667,0.025514265,0.23
-5.75,38.5,0.549784042,0.718404091,0.084521958,0.52014652,0.094993817,0.066666667
-5.5,24.25,0.357997229,1.4114974,0.530851562,0.75,0.140937214,0.49
-5.5,24.5,0.599847373,1.687657831,0.630029552,0.769230769,0.110494459,0.476666667
-5.5,24.75,0.384877562,1.027745291,0.451031102,0.757142857,0.103028754,0.39
-5.5,25,0.513190891,1.189299481,0.451182404,0.600737101,0.037450481,0.533333333
-5.5,25.25,0.393953255,0.944113922,0.394377375,0.365384615,0.048148049,0.516666667
-5.5,25.5,0.54289138,1.004922133,0.406773843,0.619949495,0.054109536,0.453333333
-5.5,36.5,0.329541583,0.545318095,0.058716991,0.374269006,0.046920265,0.15
-5.5,37.5,0.53693014,1.040776521,0.071027969,0.216666667,0.049799359,0.136666667
-5.5,37.75,0.384152879,0.852566802,0.085983634,0.85,0.03443637,0.166666667
-5.5,38.5,0.567782893,0.62084772,0.085103454,0.926136364,0.030361657,0.12
-5.25,24.25,0.195069709,1.439129267,0.513244023,0.938669439,0.11364673,0.5
-5.25,24.5,0.247378618,1.330677932,0.536659833,0.742857143,0.140754533,0.416666667
-5.25,24.75,0.408589153,1.048489145,0.46643682,1.04638009,0.055394612,0.353333333
-5.25,25,0.439612638,1.148040009,0.489240893,0.705882353,0.112325062,0.34
-5.25,25.75,0.426599434,1.035761026,0.428235646,0.234417344,0.039775163,0.633333333
-5.25,35,0.448515907,0.549733715,0.077639068,0.169590643,0.018497324,0.093333333
-5.25,36.25,0.281066132,0.531002729,0.057233832,1.216666667,0.00474072,0.033333333
-5.25,36.5,0.305402961,0.540650236,0.057069895,0.631578947,0.017639665,0.126666667
-5.25,37.5,0.635513953,0.823908785,0.067577473,0.979166667,0.06932725,0.1
-5.25,38.25,0.463661233,0.528703934,0.063272959,0.446428571,0.011370417,0.223333333
-5.25,38.75,0.678828453,0.676845181,0.11077084,0.269230769,0.092142455,0.153333333
-5,15.75,0.327470007,0.758793581,0.023650693,1.214285714,0.060870164,0.13
-5,16,0.170807217,0.868937487,0.074948837,0.188571429,0.048577883,0.216666667
-5,16.25,0.136478307,0.928878784,0.109457409,0.6675,0.058759153,0.253333333
-5,24.5,0.511090831,2.008223274,0.709838679,1.128205128,0.180767883,0.513333333
-5,24.75,0.299480419,1.176415174,0.508769176,1.061111111,0.135188839,0.386666667
-5,25,0.450294338,1.264210941,0.515284097,0.847953216,0.10608119,0.35
-5,25.25,0.397950529,1.180465424,0.499543896,0.571428571,0.050834395,0.47
-5,25.75,0.469774217,1.113793789,0.502076939,0.140873016,0.014086144,0.47
-5,26.5,0.550035682,1.10369339,0.446295261,0.413533835,0.027384357,0.473333333
-5,26.75,0.453872759,1.033615797,0.378514986,0.805555556,0.037768222,0.566666667
-5,27.5,0.35984233,0.951356858,0.316128026,0.5,0.101157348,0.293333333
-5,28,0.232245734,0.826683377,0.220106256,0.395089286,0.043044251,0.266666667
-5,28.75,0.37129769,0.825124985,0.156655657,0.93974359,0.041498972,0.19
-5,29,0.333955814,0.711913769,0.077559253,0.046296296,0.024347764,0.28
-5,34.75,0.465961026,0.565701177,0.08552679,0.236111111,0.032364603,0.113333333
-5,36.5,0.351545324,0.536116282,0.059317834,0.36622807,0.040371917,0.096666667
-5,37.25,0.549586937,0.630666723,0.055830774,0.177272727,0.110079556,0.14
-5,37.5,0.642134028,0.689210603,0.06522654,0.575714286,0.022148095,0.15
-5,38.5,0.618057251,0.608957946,0.045525501,0.875,0.013889038,0.216666667
-5,38.75,0.67887047,0.429417302,0.07258579,0.583333333,0.064598493,0.316666667
-5,39,0.584750836,0.391000562,0.070100903,0.479064039,0.060544877,0.206666667
-4.75,17.25,0.416688264,1.649052351,0.303855106,0.075268817,0.084377888,0.46
-4.75,20.25,0.152837059,1.137423804,0.165364129,0.380434783,0.032665308,0.36
-4.75,24.5,0.579814148,2.154797031,0.611948803,0.642857143,0.052892004,0.616666667
-4.75,25,0.339221622,1.606861721,0.48129964,0.736842105,0.005355617,0.593333333
-4.75,25.25,0.324695118,1.42311554,0.5279415,1.113486842,0.096934873,0.476666667
-4.75,25.5,0.408035102,1.383500026,0.526416645,0.748120301,0.050706278,0.536666667
-4.75,25.75,0.456024268,1.339997492,0.533877775,0.9,0.101779567,0.453333333
-4.75,26,0.487814644,1.334127612,0.53098435,0.914285714,0.16782474,0.416666667
-4.75,26.25,0.477611522,1.297595684,0.512859478,0.74047619,0.082923199,0.49
-4.75,26.5,0.461098206,1.249351658,0.487444637,0.833333333,0.039608952,0.486666667
-4.75,26.75,0.410968272,1.180150741,0.4552091,0.772435897,0.04182842,0.49
-4.75,27,0.27806465,1.168490307,0.400160745,0.614414414,0.05723016,0.43
-4.75,27.25,0.337518193,1.321803714,0.347991016,0.392857143,0.065836574,0.273333333
-4.75,27.5,0.313521576,1.323999845,0.310876882,0.623626374,0.130647826,0.186666667
-4.75,27.75,0.299505517,1.069894624,0.28123786,0.197270471,0.11181485,0.27
-4.75,28,0.346762711,0.962528151,0.258898707,0.603030303,0.125836061,0.233333333
-4.75,28.25,0.337393599,0.894794464,0.212600383,0.834307992,0.072934114,0.12
-4.75,28.5,0.34119609,0.95378461,0.200057099,1.277777778,0.054551025,0.183333333
-4.75,28.75,0.250525783,0.825057749,0.138378445,0.875,0.069445382,0.183333333
-4.75,29,0.316658392,0.763232207,0.090785483,0.375,0.020470319,0.246666667
-4.75,36.5,0.376373545,0.523535489,0.063393163,0.197222222,0.064902972,0.166666667
-4.75,36.75,0.447819597,0.520663217,0.058561974,0.775,0.09059787,0.146666667
-4.75,37,0.520594083,0.699525002,0.063055463,0.876363636,0.070564128,0.223333333
-4.75,37.25,0.526670464,0.684671978,0.063473121,0.213286713,0.082102165,0.23
-4.75,38.25,0.520620473,0.697987229,0.052684636,0.590659341,0.024576009,0.14
-4.5,17,0.190620559,1.505414131,0.307598706,0.085714286,0.02085603,0.493333333
-4.5,25,0.407784213,1.83605599,0.512909938,0.722222222,0.044486986,0.57
-4.5,25.25,0.306787012,1.56486388,0.532378545,1.214285714,0.149630522,0.426666667
-4.5,25.5,0.41643847,1.559099051,0.54947577,1.090225564,0.123365887,0.496666667
-4.5,25.75,0.443083621,1.701256835,0.491844663,0.333333333,0.099628723,0.53
-4.5,26,0.416556393,1.757760679,0.490730146,0.097402597,0.066484223,0.536666667
-4.5,26.25,0.38113014,1.432667424,0.513403312,0.897058824,0.123096986,0.45
-4.5,26.5,0.442885883,1.345356946,0.505912166,0.601871102,0.103132421,0.486666667
-4.5,26.75,0.294121336,1.278884281,0.457600676,0.767857143,0.094823873,0.46
-4.5,27,0.383381379,1.461837201,0.371254247,0.712158809,0.027236443,0.356666667
-4.5,27.5,0.360923591,1.390593837,0.321872597,0.310185185,0.091463482,0.246666667
-4.5,27.75,0.362426073,1.184608518,0.314300085,0.231900452,0.076416046,0.28
-4.5,28,0.502464373,1.066925264,0.30307864,0.140198511,0.106496335,0.266666667
-4.5,28.25,0.513434073,0.954610795,0.234870423,0.207792208,0.07923997,0.266666667
-4.5,28.5,0.176154406,0.68024245,0.143179469,0.483333333,0.005625225,0.22
-4.5,35,0.412051646,0.753483034,0.099443008,0.179347826,0.016420395,0.196666667
-4.5,35.5,0.303101525,0.596962679,0.070217116,0.753571429,0.0007511,0.186666667
-4.5,35.75,0.272715505,0.710667126,0.08509132,0.274853801,0.070766854,0.096666667
-4.5,36.5,0.416400459,0.567771912,0.063343449,0.175,0.070414188,0.153333333
-4.5,37,0.5536127,0.66093106,0.069233416,0.435606061,0.067810853,0.263333333
-4.5,37.25,0.458606859,0.605300441,0.059234624,0.07826087,0.12057497,0.266666667
-4.5,38,0.533398887,0.784420131,0.099552787,0.512820513,0.018085162,0.213333333
-4.5,38.25,0.47598204,0.745027376,0.067100992,0.915,0.025856256,0.14
-4.5,38.75,0.608566441,0.641168663,0.087096107,0.085714286,0.067830774,0.176666667
-4.25,24.5,0.664292164,2.029522373,0.54915244,0.227272727,0.019604662,0.59
-4.25,25.5,0.426950582,1.874285654,0.491892362,0.501984127,0.017392785,0.576666667
-4.25,25.75,0.392126876,1.890328021,0.49756425,0.384453782,0.052188716,0.576666667
-4.25,26.75,0.307379366,1.577764091,0.419606511,0.256696429,0.0508976,0.523333333
-4.25,27,0.447864709,1.51592284,0.385085955,0.559375,0.004764722,0.46
-4.25,27.5,0.491325965,1.358707819,0.309619153,0.423076923,0.098238274,0.216666667
-4.25,27.75,0.323408489,1.241850907,0.267917587,0.384615385,0.037009486,0.233333333
-4.25,28,0.428259688,1.184177575,0.257464209,0.497354497,0.099530202,0.216666667
-4.25,28.25,0.509700345,0.780668581,0.194193059,0.287037037,0.052065492,0.193333333
-4.25,28.5,0.411712294,0.738060311,0.125585495,0.64416476,0.042673798,0.023333333
-4.25,28.75,0.190162815,0.709580622,0.072844118,0.109243697,0.012931957,0.096666667
-4.25,29,0.300331898,0.709910192,0.100639226,0.089285714,0.022714888,0.123333333
-4.25,35.5,0.390852923,0.81563214,0.08270237,0.380952381,0.02784551,0.23
-4.25,35.75,0.319344721,0.774791718,0.087459388,0.605263158,0.061319991,0.16
-4.25,36,0.40429844,0.706700486,0.085771737,0.978991597,0.059202843,0.106666667
-4.25,36.5,0.424559334,0.673872552,0.065239853,0.722222222,0.071785695,0.136666667
-4.25,37.25,0.35204323,0.439870825,0.068235386,0.458333333,0.020876198,0.193333333
-4.25,37.5,0.37898092,0.528110015,0.095489529,0.202380952,0.024308858,0.253333333
-4.25,37.75,0.335992823,0.581592012,0.098362151,0.846153846,0.007155362,0.186666667
-4.25,38,0.444945741,0.635103666,0.079818401,0.758241758,0.022144897,0.156666667
-4.25,38.25,0.435837711,0.674359287,0.074556404,0.497142857,0.036756951,0.126666667
-4.25,38.5,0.518029863,0.7889802,0.093395519,0.283653846,0.001882041,0.063333333
-4.25,38.75,0.562292637,0.713204604,0.086274446,0.063461538,0.085451698,0.1
-4.25,39.25,0.40692794,0.514600157,0.067244401,0,0.059598825,0.22
-4,16.5,0.216620792,1.099915705,0.156122104,0.053571429,0.011722602,0.266666667
-4,24.75,0.583132191,1.977876888,0.357188084,0.040229885,0.19253089,0.576666667
-4,25,0.659980715,2.125241187,0.538973403,0.698841699,0.023049261,0.59
-4,25.5,0.440270057,2.065075038,0.489571035,0.6,0.003069876,0.58
-4,25.75,0.412431296,2.040790147,0.479702128,0.53125,0.085727523,0.553333333
-4,26.75,0.311415726,1.774835029,0.407992713,0.018181818,0.056216272,0.543333333
-4,27.25,0.352510677,1.447674228,0.315376227,0.714285714,0.115673341,0.346666667
-4,27.5,0.388455983,1.399700341,0.301345291,0.320967742,0.101846679,0.31
-4,28.75,0.272998379,0.605202152,0.060807522,0.051470588,0.032127591,0.153333333
-4,33,0.244352996,0.63968678,0.081809966,0.3125,0.030543813,0.056666667
-4,35.25,0.374210847,0.564881232,0.063749062,1.0625,0.035961179,0.136666667
-4,35.5,0.359512349,0.659924179,0.072453073,0.957070707,0.060348881,0.186666667
-4,36.5,0.539808968,0.844487821,0.082071109,0.584615385,0.082426465,0.326666667
-4,36.75,0.489268924,0.77886914,0.076330403,1.392045455,0.095917211,0.263333333
-4,37.5,0.333894798,0.427841969,0.085832881,0.601666667,0.027677469,0.173333333
-4,37.75,0.434653884,0.548914083,0.088928515,0.729166667,0.010428783,0.156666667
-4,38.5,0.465593993,0.799968406,0.089588979,0.713768116,0.051755916,0.04
-3.75,17.25,0.398301129,1.837281408,0.411649465,0.333333333,0.019409261,0.54
-3.75,19.25,0.202918928,0.996015715,0.143257867,0.131578947,0.01369673,0.276666667
-3.75,26,0.231741079,2.045270754,0.456931435,0.367647059,0.080328294,0.5
-3.75,30,0.139933523,0.553337664,0.05920492,0.304924242,0.00486235,0.17
-3.75,35.5,0.380796775,0.737933506,0.084000145,1.533834586,0.140960968,0.21
-3.75,35.75,0.521958552,0.959629665,0.126963305,0.547619048,0.008966649,0.313333333
-3.75,36.25,0.448273546,0.829342886,0.090745413,1.167701863,0.079134871,0.206666667
-3.75,36.5,0.48239126,0.825327399,0.091223975,0.511111111,0.093796929,0.336666667
-3.75,37.5,0.360079565,0.312300364,0.060726418,0.443478261,0.021385865,0.083333333
-3.75,38.5,0.422568962,0.693981699,0.083407875,0.107575758,0.062755512,0.07
-3.75,38.75,0.368195773,0.64722204,0.0778964,0.529545455,0.040912431,0.153333333
-3.5,16.25,0.211383096,1.031932029,0.146639582,0.333333333,0.015008711,0.263333333
-3.5,17.25,0.428115336,2.042161638,0.421272029,0.390625,0.084251084,0.533333333
-3.5,29.75,0.287621796,0.655340694,0.062236614,0.660714286,0.001587477,0.176666667
-3.5,30,0.270679865,0.835388027,0.096155494,0.217532468,0.001723947,0.256666667
-3.5,35.75,0.576047457,0.900126491,0.121206163,0.20952381,0.095493328,0.286666667
-3.5,36,0.541964448,0.807464952,0.116204865,1.064171123,0.071387612,0.076666667
-3.5,36.25,0.393324495,0.898445873,0.114243047,0.970238095,0.094337434,0.28
-3.5,36.5,0.496325938,0.971521544,0.113596043,0.574074074,0.090704488,0.336666667
-3.5,37,0.346540207,0.706315124,0.097579962,0.151515152,0.024866622,0.176666667
-3.5,37.25,0.200503931,0.693511083,0.086272053,0.607692308,0.01525687,0.146666667
-3.5,37.5,0.28761538,0.491076445,0.067457304,0.670833333,0.050909552,0.133333333
-3.5,37.75,0.281899848,0.528456233,0.077392891,0.97826087,0.032525814,0.096666667
-3.5,38,0.339857542,0.688406587,0.087408572,0.36,0.067759827,0.13
-3.5,38.25,0.293579043,0.722775934,0.0806571,0.30615942,0.05494821,0.083333333
-3.5,38.5,0.384523851,0.741072806,0.08888436,0.673913043,0.011553013,0.073333333
-3.25,16,0.162409778,1.11096612,0.147417634,0.333333333,0.013370831,0.3
-3.25,16.25,0.185163879,1.082391357,0.159907531,0.482142857,0.009517169,0.26
-3.25,35.75,0.573261613,0.988615007,0.119575995,0.019230769,0.025986879,0.233333333
-3.25,36,0.116404744,0.423117946,0.076202771,0.3583878,0.083089822,0.146666667
-3.25,36.25,0.450001702,0.836565243,0.107169971,0.429347826,0.030944445,0.266666667
-3.25,36.5,0.093171672,0.393320798,0.055623201,0.752307692,0.005964967,0.183333333
-3.25,37.5,0.364976306,0.592847149,0.058733299,0.235576923,0.040306223,0.063333333
-3.25,37.75,0.380128596,0.572122368,0.081471847,0.313043478,0.064371485,0.073333333
-3.25,38,0.3352542,0.708605096,0.094496667,0.232142857,0.117669442,0.116666667
-3.25,38.25,0.320947266,0.704207905,0.083776597,0.211538462,0.016963692,0.163333333
-3,16,0.183082581,1.146354499,0.169761858,0.64516129,0.00464232,0.29
-3,16.25,0.231448071,1.116813562,0.160778154,0.357142857,0.003000021,0.333333333
-3,28.75,0.128062713,0.191572845,0.024045243,0.580882353,0.010749946,0.043333333
-3,35.75,0.211658243,0.3260384,0.047985961,0.208333333,0.036872291,0.183333333
-3,36.25,0.071642597,0.30106792,0.101307246,0.011666667,0.050753993,0.286666667
-3,36.5,0.159616891,0.401876498,0.104907876,0.088319088,0.04076088,0.21
-3,36.75,0.063492995,0.486780216,0.110675533,0.604774536,0.074597812,0.263333333
-3,37,0.064585446,0.641368044,0.09083793,0.516666667,0.076071402,0.206666667
-3,37.25,0.040440017,0.339255758,0.037791358,0.458074534,0.042888812,0.103333333
-3,38.25,0.435909271,0.858644163,0.11500746,0.737891738,0.008078782,0.266666667
-2.75,16.5,0.304650977,0.830131531,0.1151603,0.428571429,0.122539232,0.16
-2.75,17.75,0.29840129,0.846535961,0.130197041,0.184210526,0.013066918,0.28
-2.75,18,0.292156532,0.881574073,0.136343359,0.6,0.116716087,0.183333333
-2.75,30.25,0.056012393,0.533959511,0.040387309,0.300802139,0.041314102,0.06
-2.75,31.5,0.324064617,0.695826408,0.070716765,0.326923077,0.002297516,0.263333333
-2.75,35.5,0.301681225,0.535845517,0.092508093,0.357142857,0.014200348,0.19
-2.75,35.75,0.438781523,0.825486129,0.117464254,0.543478261,0.110431704,0.15
-2.75,36.25,0.759088996,1.034631876,0.196213988,0.191666667,0.05167176,0.356666667
